sample_name,month_sampled,year_sampled,crop_system,sample_block,agg_frac,mgrast_id,agrochem_addition,crop_rotation,cur_land_use,cur_vegetation,cur_vegetation_meth,drainage_class,extreme_event,fao_class,fire,horizon,horizon_meth,link_class_info,local_class,local_class_meth,mgrast_id,microbial_biomass,microbial_biomass_meth,misc_param,ph,ph_meth,pool_dna_extracts,previous_land_use,previous_land_use_meth,profile_position,salinity_meth,samp_weight_dna_ext,sieving,slope_aspect,slope_gradient,soil_type,soil_type_meth,store_cond,texture,texture_meth,tillage,tot_n,tot_n_meth,tot_org_c_meth,tot_org_carb,water_content_soil,water_content_soil_meth,misc_param,misc_param_1,misc_param_10,misc_param_11,misc_param_12,misc_param_13,misc_param_14,misc_param_15,misc_param_16,misc_param_17,misc_param_18,misc_param_2,misc_param_3,misc_param_4,misc_param_5,misc_param_6,misc_param_7,misc_param_8,misc_param_9,MBC_MBN_meth,ExtC_ExtN_meth,AMF_col_meth,misc_para19,root_depth,misc_para20,misc_para21,misc_para22,misc_para23,misc_para24,misc_para25,misc_para26,misc_para27,misc_para28
CC21-WS-July2012,July,2012,corn,2,WS,mge94388,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,,,,6.4,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8 mm,,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"43.3, 32.7, 24.0",pipette,no,0.090381242,dry combustion,,,0.135746606,gravimetric,4.193225384,env_package: soil,16.83701573,1.802457125,82.99241604,8.884607223,13.18075937,1.411043026,1.070532423,18,1,3873.388861,274.823426,44.57496916,24.46349584,78.0501218,343.861891,112.5883292,12.05294569,CFE_K2SO4,K2SO4_extraction,intersect_count,0.1984,0-15,0.1984,6.686952784,2923.183328,.,1.194,-1.592,.,6.09,3.36
CC35-LM-July2012,July,2012,corn,3,LM,mge94391,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8-2 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.074797913,dry combustion,,,0.11907387,gravimetric,3.360569239,env_package: soil,36.11518168,4.379111068,17.07191243,2.070038061,5.342439899,0.64779233,1.212540229,49,0.966887417,2330.324244,138.3814733,26.75349516,9.09679301,37.71324353,174.2317615,298.084912,36.14399476,CFE_K2SO4,K2SO4_extraction,intersect_count,0.205,0-15,0.1982,8.253728713,2923.742688,0.494374299,0.172,0.172,0.208791119,6.99,.
CC35-Micro-July2012,July,2012,corn,3,micro,mge94394,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,2-1 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.074945554,dry combustion,,,0.096878364,gravimetric,3.428792715,env_package: soil,36.11518168,4.379111068,17.07191243,2.070038061,5.342439899,0.64779233,1.212540229,49,0.966887417,1510.243877,137.8530076,19.49090609,9.108113135,22.14753283,166.4520268,298.084912,36.14399476,CFE_K2SO4,K2SO4_extraction,intersect_count,0.205,0-15,0.1982,8.253728713,2923.742688,0.06474327,0.172,0.172,0.208791119,6.99,.
CC35-MM-July2012,July,2012,corn,3,MM,mge94397,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,1-0.25 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.075535476,dry combustion,,,0.117453348,gravimetric,3.69950366,env_package: soil,36.11518168,4.379111068,17.07191243,2.070038061,5.342439899,0.64779233,1.212540229,49,0.966887417,3228.068204,287.1279818,46.34004186,18.42654924,58.06381102,351.8945729,298.084912,36.14399476,CFE_K2SO4,K2SO4_extraction,intersect_count,0.205,0-15,0.1982,8.253728713,2923.742688,0.19225916,0.172,0.172,0.208791119,6.99,.
CC35-SM-July2012,July,2012,corn,3,SM,mge94400,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,<0.25 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.073693328,dry combustion,,,0.085245902,gravimetric,3.12284112,env_package: soil,36.11518168,4.379111068,17.07191243,2.070038061,5.342439899,0.64779233,1.212540229,49,0.966887417,1810.13533,151.203451,25.38570252,10.47631293,27.62578396,187.0654665,298.084912,36.14399476,CFE_K2SO4,K2SO4_extraction,intersect_count,0.205,0-15,0.1982,8.253728713,2923.742688,0.248623271,0.172,0.172,0.208791119,6.99,.
CC35-WS-July2012,July,2012,corn,3,WS,mge94403,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.075064629,dry combustion,,,0.113839286,gravimetric,3.499586105,env_package: soil,36.11518168,4.379111068,17.07191243,2.070038061,5.342439899,0.64779233,1.212540229,49,0.966887417,2202.19106,170.6213683,25.84205,12.89232078,44.25742877,209.355739,298.084912,36.14399476,CFE_K2SO4,K2SO4_extraction,intersect_count,0.205,0-15,0.1982,8.253728713,2923.742688,.,0.172,0.172,0.208791119,6.99,.
CC43-LM-July2012,July,2012,corn,4,LM,mge94406,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,,,,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8-2 mm,,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.077474959,dry combustion,,,0.110244989,gravimetric,3.556928158,env_package: soil,1.82208928,0.228223127,15.845964,1.98476304,5.324073885,0.666859086,1.252535372,44,0.960451977,1974.46882,132.8859938,17.66305982,7.507392629,39.76914994,158.0564462,17.09001927,2.140585363,CFE_K2SO4,K2SO4_extraction,intersect_count,0.3397,0-15,0.3263,9.379353393,2855.074306,0.476605763,0.4891,-1.364,.,2.22,2.81
CC43-Micro-July2012,July,2012,corn,4,micro,mge94409,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,,,,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,2-1 mm,,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.07039284,dry combustion,,,0.099744246,gravimetric,3.199955702,env_package: soil,1.82208928,0.228223127,15.845964,1.98476304,5.324073885,0.666859086,1.252535372,44,0.960451977,2359.423785,238.917561,35.52265663,15.64406677,44.44874559,290.0842844,17.09001927,2.140585363,CFE_K2SO4,K2SO4_extraction,intersect_count,0.3397,0-15,0.3263,9.379353393,2855.074306,0.062485256,0.4891,-1.364,.,2.22,2.81
CC43-MM-July2012,July,2012,corn,4,MM,mge94412,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,,,,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,1-0.25 mm,,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.074382439,dry combustion,,,0.106981982,gravimetric,3.338401556,env_package: soil,1.82208928,0.228223127,15.845964,1.98476304,5.324073885,0.666859086,1.252535372,44,0.960451977,2290.737125,152.487605,25.47507696,8.343270829,43.52558333,186.3059528,17.09001927,2.140585363,CFE_K2SO4,K2SO4_extraction,intersect_count,0.3397,0-15,0.3263,9.379353393,2855.074306,0.201333396,0.4891,-1.364,.,2.22,2.81
CC43-SM-July2012,July,2012,corn,4,SM,mge94415,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,,,,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,<0.25 mm,,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.073797703,dry combustion,,,0.095499451,gravimetric,3.173302174,env_package: soil,1.82208928,0.228223127,15.845964,1.98476304,5.324073885,0.666859086,1.252535372,44,0.960451977,1450.121023,83.0906235,17.88225252,5.34344451,25.05443198,106.3163205,17.09001927,2.140585363,CFE_K2SO4,K2SO4_extraction,intersect_count,0.3397,0-15,0.3263,9.379353393,2855.074306,0.259575585,0.4891,-1.364,.,2.22,2.81
CC43-WS-July2012,July,2012,corn,4,WS,mge94418,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,,,,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8 mm,,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.067822367,dry combustion,,,0.104143337,gravimetric,3.281770468,env_package: soil,1.82208928,0.228223127,15.845964,1.98476304,5.324073885,0.666859086,1.252535372,44,0.960451977,2174.218962,163.8080262,27.13002815,16.81369265,37.05747925,207.751747,17.09001927,2.140585363,CFE_K2SO4,K2SO4_extraction,intersect_count,0.3397,0-15,0.3263,9.379353393,2855.074306,.,0.4891,-1.364,.,2.22,2.81
P13-LM-July2012,July,2012,prairie,1,LM,mge94421,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8-2 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.1039785,dry combustion,,,0.173719376,gravimetric,5.379249096,env_package: soil,37.48443501,4.593067303,21.38760578,2.620680097,5.947342966,0.728743717,1.225326539,8,0.877276593,1699.170333,317.2648094,65.32301398,27.75173996,57.82107782,410.3395633,426.5473139,52.2659744,CFE_K2SO4,K2SO4_extraction,intersect_count,6.1834,0-15,5.4246,11.37931821,3222.873913,0.556182302,0.1103,-0.6373,3.612646601,6.67,.
P13-Micro-July2012,July,2012,prairie,1,micro,mge94424,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,2-1 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.088283516,dry combustion,,,0.142045455,gravimetric,3.90207243,env_package: soil,37.48443501,4.593067303,21.38760578,2.620680097,5.947342966,0.728743717,1.225326539,8,0.877276593,1691.447625,416.3731339,80.46126968,30.06248296,39.34948597,526.8968866,426.5473139,52.2659744,CFE_K2SO4,K2SO4_extraction,intersect_count,6.1834,0-15,5.4246,11.37931821,3222.873913,0.015958964,0.1103,-0.6373,3.612646601,6.67,.
P13-MM-July2012,July,2012,prairie,1,MM,mge94427,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,1-0.25 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.107725382,dry combustion,,,0.169530355,gravimetric,5.294457912,env_package: soil,37.48443501,4.593067303,21.38760578,2.620680097,5.947342966,0.728743717,1.225326539,8,0.877276593,2343.875025,268.5765578,33.0929363,13.26353748,65.57685322,314.9330316,426.5473139,52.2659744,CFE_K2SO4,K2SO4_extraction,intersect_count,6.1834,0-15,5.4246,11.37931821,3222.873913,0.197206657,0.1103,-0.6373,3.612646601,6.67,.
P13-SM-July2012,July,2012,prairie,1,SM,mge94430,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,<0.25 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.095028698,dry combustion,,,0.142536476,gravimetric,4.584854603,env_package: soil,37.48443501,4.593067303,21.38760578,2.620680097,5.947342966,0.728743717,1.225326539,8,0.877276593,2667.715863,459.8642633,78.31852099,28.39873426,83.85057691,566.5815185,426.5473139,52.2659744,CFE_K2SO4,K2SO4_extraction,intersect_count,6.1834,0-15,5.4246,11.37931821,3222.873913,0.230652077,0.1103,-0.6373,3.612646601,6.67,.
P13-WS-July2012,July,2012,prairie,1,WS,mge94433,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.098596819,dry combustion,,,0.164083865,gravimetric,4.996460438,env_package: soil,37.48443501,4.593067303,21.38760578,2.620680097,5.947342966,0.728743717,1.225326539,8,0.877276593,3672.15613,593.1601526,102.715788,42.07793235,100.2319906,737.9538729,426.5473139,52.2659744,CFE_K2SO4,K2SO4_extraction,intersect_count,6.1834,0-15,5.4246,11.37931821,3222.873913,.,0.1103,-0.6373,3.612646601,6.67,.
P24-LM-July2012,July,2012,prairie,2,LM,mge94436,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.5,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8-2 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"28.7, 43.3, 28.0",pipette,no,0.091452852,dry combustion,,,0.150684932,gravimetric,4.843033314,env_package: soil,35.94043018,4.288112763,20.7562781,2.476466213,4.155637705,0.495816077,1.193116705,12,0.880771064,3126.750697,667.8632268,145.27543,40.80912854,102.8202702,853.9477854,386.0012843,46.05445804,CFE_K2SO4,K2SO4_extraction,intersect_count,5.7971,0-15,5.1059,10.74002961,3198.357344,0.551185388,0.136549405,0.326227247,0.309104195,2.22,4.71
P24-Micro-July2012,July,2012,prairie,2,micro,mge94439,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.5,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,2-1 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"28.7, 43.3, 28.0",pipette,no,0.080059342,dry combustion,,,0.102310231,gravimetric,3.418131828,env_package: soil,35.94043018,4.288112763,20.7562781,2.476466213,4.155637705,0.495816077,1.193116705,12,0.880771064,4812.551482,778.255201,159.0298397,51.47356093,135.9970488,988.7586015,386.0012843,46.05445804,CFE_K2SO4,K2SO4_extraction,intersect_count,5.7971,0-15,5.1059,10.74002961,3198.357344,0.018461092,0.136549405,0.326227247,0.309104195,2.22,4.71
P24-MM-July2012,July,2012,prairie,2,MM,mge94442,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.5,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,1-0.25 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"28.7, 43.3, 28.0",pipette,no,0.093468666,dry combustion,,,0.147597254,gravimetric,4.502198696,env_package: soil,35.94043018,4.288112763,20.7562781,2.476466213,4.155637705,0.495816077,1.193116705,12,0.880771064,4297.44951,522.1958874,97.85392116,62.43262485,104.8683326,682.4824334,386.0012843,46.05445804,CFE_K2SO4,K2SO4_extraction,intersect_count,5.7971,0-15,5.1059,10.74002961,3198.357344,0.195602077,0.136549405,0.326227247,0.309104195,2.22,4.71
P24-SM-July2012,July,2012,prairie,2,SM,mge94445,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.5,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,<0.25 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"28.7, 43.3, 28.0",pipette,no,0.085018486,dry combustion,,,0.12979684,gravimetric,4.047739983,env_package: soil,35.94043018,4.288112763,20.7562781,2.476466213,4.155637705,0.495816077,1.193116705,12,0.880771064,1976.672871,418.7539396,59.24723834,9.027685575,61.57756315,487.0288635,386.0012843,46.05445804,CFE_K2SO4,K2SO4_extraction,intersect_count,5.7971,0-15,5.1059,10.74002961,3198.357344,0.234751443,0.136549405,0.326227247,0.309104195,2.22,4.71
P24-WS-July2012,July,2012,prairie,2,WS,mge94448,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,,,,7.5,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8 mm,,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"28.7, 43.3, 28.0",pipette,no,0.08806555,dry combustion,,,0.154109589,gravimetric,4.116086483,env_package: soil,35.94043018,4.288112763,20.7562781,2.476466213,4.155637705,0.495816077,1.193116705,12,0.880771064,2450.590468,444.8772631,68.37410214,33.11195718,81.21622586,546.3633224,386.0012843,46.05445804,CFE_K2SO4,K2SO4_extraction,intersect_count,5.7971,0-15,5.1059,10.74002961,3198.357344,.,0.136549405,0.326227247,0.309104195,2.22,4.71
P31-LM-July2012,July,2012,prairie,3,LM,mge94451,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Endoaquoll,USDA NRCS,,,,,7.74,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,8-2 mm,,0-3%,Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"41.2, 32.9, 25.9",pipette,no,0.108068191,dry combustion,,,0.180138568,gravimetric,5.60091877,env_package: soil,70.15731329,7.833896086,17.02423892,1.900958181,3.486850886,0.389348255,1.116618599,18,0.863636364,2795.82915,608.2254811,126.5103925,48.84627635,92.782445,783.5821499,712.0788665,79.51205061,CFE_K2SO4,K2SO4_extraction,intersect_count,5.935,0-15,5.1257,10.14974538,3495.712306,0.620267658,0.115448486,-0.48629677,0.023381163,7.24,.
P31-Micro-July2012,July,2012,prairie,3,micro,mge94454,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Endoaquoll,USDA NRCS,,,,,7.74,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,2-1 mm,,0-3%,Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"41.2, 32.9, 25.9",pipette,no,0.091625363,dry combustion,,,0.057471264,gravimetric,3.883396149,env_package: soil,70.15731329,7.833896086,17.02423892,1.900958181,3.486850886,0.389348255,1.116618599,18,0.863636364,3716.107109,896.7748494,159.5901163,71.7069966,102.8499259,1128.071962,712.0788665,79.51205061,CFE_K2SO4,K2SO4_extraction,intersect_count,5.935,0-15,5.1257,10.14974538,3495.712306,0.005054049,0.115448486,-0.48629677,0.023381163,7.24,.
P31-MM-July2012,July,2012,prairie,3,MM,mge94457,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Endoaquoll,USDA NRCS,,,,,7.74,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",,,,,1-0.25 mm,,0-3%,Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"41.2, 32.9, 25.9",pipette,no,0.103000887,dry combustion,,,0.164044944,gravimetric,5.10234642,env_package: soil,70.15731329,7.833896086,17.02423892,1.900958181,3.486850886,0.389348255,1.116618599,18,0.863636364,3729.715111,414.136832,80.61195503,24.06300047,97.4714321,518.8117875,712.0788665,79.51205061,CFE_K2SO4,K2SO4_extraction,intersect_count,5.935,0-15,5.1257,10.14974538,3495.712306,0.182363804,0.115448486,-0.48629677,0.023381163,7.24,.
